TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2016,10,23,11.0,30.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,10,23,12.0,43.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,10,23,18.0,29.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,10,28,15.0,10.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,10,31,19.0,0.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,2,13.0,12.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,5,14.0,39.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,6,11.0,12.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,6,12.0,13.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,6,15.0,30.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,6,16.0,32.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,6,17.0,52.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,11,12.0,15.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Theft from Vehicle,2016,2,8,12.0,0.0,5XX JERVIS ST,Central Business District,490887.98,5459618.36
Other Theft,2016,11,11,14.0,51.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,16,15.0,30.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,20,13.0,15.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Mischief,2016,2,9,21.0,0.0,28XX E 15TH AVE,Renfrew-Collingwood,496653.84,5455947.24
Other Theft,2016,11,26,19.0,28.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Other Theft,2016,11,27,14.0,14.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,30,15.0,32.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,11,30,19.0,20.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,12,4,11.0,55.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,12,4,13.0,39.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,12,10,14.0,44.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,3,12,10.0,27.0,7XX E 29TH AVE,Kensington-Cedar Cottage,493500.62,5454660.24
Other Theft,2016,6,6,22.0,4.0,7XX GRANVILLE ST,Central Business District,491288.75,5458751.22
Theft of Bicycle,2016,5,4,20.0,0.0,6XX BURRARD ST,Central Business District,491291.28,5459190.58
Theft of Bicycle,2016,8,28,2.0,0.0,6XX BURRARD ST,Central Business District,491291.28,5459190.58
Mischief,2016,9,1,18.0,0.0,28XX COMMERCIAL DR,Kensington-Cedar Cottage,494921.54,5456231.86
Mischief,2016,8,13,17.0,0.0,28XX COMMERCIAL DR,Kensington-Cedar Cottage,494921.54,5456231.86
Mischief,2016,7,23,17.0,0.0,28XX COMMERCIAL DR,Kensington-Cedar Cottage,494921.54,5456231.86
Other Theft,2016,12,11,11.0,14.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,12,17,17.0,7.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,12,24,14.0,48.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,12,30,21.0,53.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Other Theft,2016,12,31,13.0,1.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65
Theft of Bicycle,2016,11,5,8.0,20.0,6XX CAMBIE ST,Central Business District,491782.1,5458528.72
Theft from Vehicle,2016,1,10,2.0,0.0,13XX GRANT ST,Grandview-Woodland,494461.55,5457643.93
Theft from Vehicle,2016,9,1,14.0,0.0,13XX GLEN DR,Strathcona,494079.21,5457813.42
Theft from Vehicle,2016,7,1,0.0,0.0,13XX FRANKLIN ST,Grandview-Woodland,494429.76,5458831.42
Theft from Vehicle,2016,6,8,11.0,45.0,13XX FRANKLIN ST,Grandview-Woodland,494410.8,5458831.71
Other Theft,2016,5,7,14.0,39.0,7XX GRANVILLE ST,Central Business District,491292.79,5458742.31
Theft from Vehicle,2016,5,27,20.0,0.0,13XX FRANCES ST,Grandview-Woodland,494427.02,5458521.19
Theft from Vehicle,2016,2,6,18.0,0.0,13XX FRANCES ST,Grandview-Woodland,494400.77,5458530.89
Theft from Vehicle,2016,7,2,3.0,30.0,13XX FRANCES ST,Grandview-Woodland,494396.51,5458521.83
Theft from Vehicle,2016,7,24,21.0,0.0,13XX FOUNTAIN WAY,Fairview,490177.99,5457235.69
Theft from Vehicle,2016,9,18,22.0,0.0,13XX FOUNTAIN WAY,Fairview,490174.58,5457237.23
Theft from Vehicle,2016,9,3,21.0,0.0,13XX FOUNTAIN WAY,Fairview,490174.58,5457237.23
Theft from Vehicle,2016,2,8,2.0,10.0,13XX FOUNTAIN WAY,Fairview,490174.58,5457237.23
Theft from Vehicle,2016,12,23,16.0,27.0,13XX E PENDER ST,Grandview-Woodland,494394.46,5458620.79
Theft from Vehicle,2016,6,30,20.0,30.0,13XX E GEORGIA ST,Grandview-Woodland,494394.18,5458420.4
Theft from Vehicle,2016,4,21,18.0,22.0,13XX E BROADWAY AVE,Grandview-Woodland,494473.53,5456631.32
Theft from Vehicle,2016,9,17,0.0,0.0,13XX E 8TH AVE,Grandview-Woodland,494455.19,5456726.57
Theft of Bicycle,2016,4,21,9.0,4.0,6XX CITADEL PRDE,Central Business District,491918.16,5458447.43
Theft of Bicycle,2016,5,31,16.0,0.0,6XX CITADEL PRDE,Central Business District,491918.16,5458447.43
Theft from Vehicle,2016,8,14,3.0,30.0,13XX E 7TH AVE,Grandview-Woodland,494456.92,5456826.54
Theft from Vehicle,2016,8,14,17.0,0.0,13XX E 7TH AVE,Grandview-Woodland,494369.35,5456828.32
Theft from Vehicle,2016,6,15,21.0,45.0,13XX E 7TH AVE,Grandview-Woodland,494369.35,5456828.32
Theft from Vehicle,2016,12,15,18.0,0.0,13XX E 6TH AVE,Grandview-Woodland,494393.11,5456927.93
Theft from Vehicle,2016,9,1,8.0,0.0,13XX E 6TH AVE,Grandview-Woodland,494393.11,5456927.93
Theft from Vehicle,2016,4,7,19.0,0.0,13XX E 6TH AVE,Grandview-Woodland,494393.11,5456927.93
Other Theft,2016,6,13,20.0,48.0,7XX GRANVILLE ST,Central Business District,491292.79,5458742.31
Theft of Bicycle,2016,3,12,12.0,6.0,6XX CITADEL PRDE,Central Business District,491991.71,5458517.98
Other Theft,2016,6,20,16.0,26.0,7XX GRANVILLE ST,Central Business District,491292.79,5458742.31
Other Theft,2016,10,27,13.0,55.0,82XX ONTARIO ST,Marpole,492223.54,5450781.24
Theft of Bicycle,2016,3,30,11.0,30.0,6XX DAVIE ST,Central Business District,490887.24,5458201.86
Theft from Vehicle,2016,1,6,16.0,0.0,7XX ROBSON ST,Central Business District,491278.97,5458742.2
Theft from Vehicle,2016,2,17,17.0,0.0,7XX ROBSON ST,Central Business District,491278.97,5458742.2
Theft from Vehicle,2016,12,14,11.0,30.0,13XX E 61ST AVE,Sunset,494230.56,5451316.57
Theft from Vehicle,2016,9,1,18.0,30.0,13XX E 61ST AVE,Sunset,494172.9,5451317.65
Theft from Vehicle,2016,8,14,12.0,0.0,13XX E 55TH AVE,Sunset,494166.82,5451867.33
Theft from Vehicle,2016,2,5,21.0,30.0,13XX E 53RD AVE,Sunset,494277.17,5452121.75
Theft from Vehicle,2016,10,18,14.0,0.0,13XX E 51ST AVE,Sunset,494171.04,5452292.01
Theft from Vehicle,2016,10,12,16.0,0.0,13XX E 51ST AVE,Sunset,494171.04,5452292.01
Theft from Vehicle,2016,9,10,7.0,0.0,7XX ROBSON ST,Central Business District,491278.97,5458742.2
Mischief,2016,12,9,17.0,0.0,27XX KINGSWAY AVE,Renfrew-Collingwood,496429.16,5453884.99
Theft from Vehicle,2016,12,9,8.0,0.0,13XX E 41ST AVE,Kensington-Cedar Cottage,494333.32,5453337.42
Theft of Bicycle,2016,6,23,2.0,30.0,6XX DUNSMUIR ST,Central Business District,491602.48,5458919.55
Theft of Bicycle,2016,11,6,15.0,45.0,6XX DUNSMUIR ST,Central Business District,491602.48,5458919.55
Theft from Vehicle,2016,3,18,0.0,0.0,13XX E 37TH AVE,Kensington-Cedar Cottage,494392.99,5453782.62
Theft from Vehicle,2016,12,10,20.0,30.0,13XX E 37TH AVE,Kensington-Cedar Cottage,494243.23,5453786.18
Theft of Bicycle,2016,6,5,23.0,0.0,6XX E 11TH AVE,Mount Pleasant,493393.18,5456438.35
Theft from Vehicle,2016,4,19,20.0,46.0,13XX JOHNSTON ST,Fairview,490270.9,5457590.19
Other Theft,2016,6,13,14.0,19.0,7XX THURLOW ST,West End,490970.36,5459145.19
Theft from Vehicle,2016,11,21,12.0,0.0,13XX E 36TH AVE,Kensington-Cedar Cottage,494247.11,5453881.65
Mischief,2016,12,18,5.0,11.0,27XX KINGSWAY AVE,Renfrew-Collingwood,496337.96,5453938.85
Theft from Vehicle,2016,4,7,23.0,0.0,13XX E 33RD AVE,Kensington-Cedar Cottage,494322.46,5454167.72
Theft of Bicycle,2016,5,20,21.0,0.0,6XX E 14TH AVE,Mount Pleasant,493432.99,5456139.56
Theft of Bicycle,2016,5,21,0.0,30.0,6XX E 14TH AVE,Mount Pleasant,493432.99,5456139.56
Theft from Vehicle,2016,5,13,20.0,0.0,13XX E 33RD AVE,Kensington-Cedar Cottage,494297.8,5454158.57
Theft of Bicycle,2016,10,21,22.0,30.0,6XX E 15TH AVE,Mount Pleasant,493342.65,5456050.55
Theft from Vehicle,2016,7,2,11.0,0.0,13XX E HASTINGS ST,Grandview-Woodland,494419.24,5458739.21
Mischief,2016,8,29,0.0,0.0,X ATHLETES WAY,Mount Pleasant,492386.31,5457648.53
Theft of Bicycle,2016,8,5,19.0,0.0,6XX E 5TH AVE,Mount Pleasant,493481.41,5457051.02
Theft of Bicycle,2016,12,11,2.0,0.0,6XX E 63RD AVE,Sunset,493331.16,5451148.51
Theft from Vehicle,2016,8,11,21.0,0.0,13XX E HASTINGS ST,Grandview-Woodland,494417.27,5458739.25
Mischief,2016,8,8,1.0,53.0,X ATHLETES WAY,Mount Pleasant,492386.31,5457648.53
Theft from Vehicle,2016,8,9,7.0,0.0,13XX E HASTINGS ST,Grandview-Woodland,494417.27,5458739.25
Mischief,2016,7,12,0.0,38.0,X ATHLETES WAY,Mount Pleasant,492386.31,5457648.53
Theft of Bicycle,2016,6,16,7.0,13.0,6XX E 6TH AVE,Mount Pleasant,493411.62,5456951.09
Theft from Vehicle,2016,9,23,14.0,32.0,13XX E 59TH AVE,Sunset,494170.86,5451513.19
Mischief,2016,6,15,7.0,45.0,X ATHLETES WAY,Mount Pleasant,492386.31,5457648.53
Theft from Vehicle,2016,6,8,20.0,0.0,13XX E 59TH AVE,Sunset,494170.86,5451513.19
Theft of Bicycle,2016,5,17,5.0,0.0,6XX E 7TH AVE,Mount Pleasant,493401.73,5456841.56
Theft from Vehicle,2016,2,28,18.0,17.0,13XX E 59TH AVE,Sunset,494170.86,5451513.19
Theft from Vehicle,2016,12,30,19.0,0.0,5XX HOWE ST,Central Business District,491572.98,5459167.21
Theft from Vehicle,2016,4,17,15.0,0.0,13XX E 18TH AVE,Kensington-Cedar Cottage,494338.34,5455738.76
Theft from Vehicle,2016,10,25,20.0,0.0,13XX E 15TH AVE,Mount Pleasant,494357.96,5455988.93
Mischief,2016,7,25,17.0,17.0,27XX COOPERATIVE WAY,Renfrew-Collingwood,496559.07,5456087.72
Theft from Vehicle,2016,12,21,13.0,3.0,10XX W 54TH AVE,Oakridge,490634.13,5452086.69
Theft from Vehicle,2016,1,28,18.0,0.0,13XX E 13TH AVE,Kensington-Cedar Cottage,494463.4,5456216.28
Theft from Vehicle,2016,4,17,20.0,30.0,13XX E 13TH AVE,Kensington-Cedar Cottage,494375.81,5456217.16
Theft from Vehicle,2016,6,14,21.0,30.0,5XX HOWE ST,Central Business District,491572.98,5459167.21
Theft of Bicycle,2016,1,31,15.0,0.0,6XX E GEORGIA ST,Strathcona,493396.4,5458414.88
Theft from Vehicle,2016,1,29,22.0,30.0,13XX E 13TH AVE,Kensington-Cedar Cottage,494375.81,5456217.16
Theft from Vehicle,2016,8,24,17.0,0.0,13XX JERVIS ST,West End,490050.42,5458758.02
Theft from Vehicle,2016,9,1,0.0,0.0,13XX JERVIS ST,West End,489988.41,5458694.43
Theft of Bicycle,2016,10,4,17.0,0.0,6XX E HASTINGS ST,Strathcona,493354.77,5458724.23
Theft from Vehicle,2016,11,23,18.0,0.0,13XX E 12TH AVE,Kensington-Cedar Cottage,494461.28,5456325.81
Theft from Vehicle,2016,10,22,18.0,30.0,13XX E 12TH AVE,Kensington-Cedar Cottage,494461.28,5456325.81
Theft from Vehicle,2016,11,7,17.0,30.0,13XX E 12TH AVE,Kensington-Cedar Cottage,494430.75,5456325.74
Theft from Vehicle,2016,7,1,0.0,23.0,13XX E 12TH AVE,Kensington-Cedar Cottage,494396.11,5456325.66
Theft from Vehicle,2016,7,31,21.0,13.0,6XX RICHARDS ST,Central Business District,491672.82,5458842.68
Theft from Vehicle,2016,4,12,3.0,10.0,13XX E 12TH AVE,Kensington-Cedar Cottage,494376.08,5456316.46
Other Theft,2016,11,26,17.0,51.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Theft from Vehicle,2016,8,6,0.0,0.0,13XX E 11TH AVE,Kensington-Cedar Cottage,494435.55,5456414.28
Theft from Vehicle,2016,6,19,3.0,30.0,7XX SALSBURY DR,Grandview-Woodland,495024.1,5458386.51
Theft from Vehicle,2016,3,17,0.0,0.0,7XX SALSBURY DR,Grandview-Woodland,495033.26,5458408.86
Theft from Vehicle,2016,10,8,19.0,0.0,7XX SEMLIN DR,Grandview-Woodland,495363.36,5458370.78
Other Theft,2016,6,28,12.0,45.0,7XX GRANVILLE ST,Central Business District,491292.79,5458742.31
Theft from Vehicle,2016,8,12,14.0,0.0,13XX E 11TH AVE,Kensington-Cedar Cottage,494376.24,5456415.16
Theft of Bicycle,2016,1,20,13.0,30.0,6XX EXPO BLVD,Central Business District,492080.58,5458435.48
Theft of Bicycle,2016,3,4,15.0,30.0,6XX EXPO BLVD,Central Business District,492080.58,5458435.48
Theft of Bicycle,2016,4,12,13.0,16.0,6XX EXPO BLVD,Central Business District,492080.58,5458435.48
Theft of Bicycle,2016,9,26,11.0,30.0,6XX EXPO BLVD,Central Business District,492080.58,5458435.48
Theft of Bicycle,2016,11,6,14.0,0.0,6XX EXPO BLVD,Central Business District,492080.58,5458435.48
Theft of Bicycle,2016,4,20,13.0,47.0,6XX EXPO BLVD,Central Business District,492090.48,5458431.23
Theft from Vehicle,2016,12,8,21.0,0.0,7XX SEMLIN DR,Grandview-Woodland,495372.91,5458394.17
Other Theft,2016,11,4,14.0,17.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Other Theft,2016,10,7,14.0,30.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Theft of Bicycle,2016,5,22,16.0,0.0,6XX GRANVILLE ST,Central Business District,491520.78,5458971.8
Theft of Bicycle,2016,7,18,14.0,0.0,6XX GRANVILLE ST,Central Business District,491520.78,5458971.8
Other Theft,2016,7,23,15.0,30.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Theft from Vehicle,2016,9,11,9.0,48.0,13XX DAVIE ST,West End,490181.63,5458903.79
Theft of Bicycle,2016,10,3,16.0,7.0,6XX KEEFER ST,Strathcona,493347.34,5458516.78
Theft of Bicycle,2016,6,26,14.0,0.0,6XX GRANVILLE ST,Central Business District,491532.47,5458983.59
Theft of Bicycle,2016,2,6,20.0,0.0,6XX HAMILTON ST,Central Business District,491814.2,5458700.68
Mischief,2016,6,6,23.0,9.0,27XX COMMERCIAL DR,Kensington-Cedar Cottage,494914.21,5456378.74
Theft of Bicycle,2016,3,7,16.0,20.0,6XX HELMCKEN ST,Central Business District,491002.01,5458316.32
Theft of Bicycle,2016,5,24,9.0,50.0,6XX HELMCKEN ST,Central Business District,491002.01,5458316.32
Theft of Bicycle,2016,5,7,15.0,36.0,6XX HORNBY ST,Central Business District,491348.17,5459082.58
Theft of Bicycle,2016,6,25,18.0,30.0,6XX HORNBY ST,Central Business District,491390.26,5459124.47
Theft from Vehicle,2016,8,31,10.0,30.0,13XX DAVIE ST,West End,490114.86,5458970.34
Theft of Bicycle,2016,3,20,19.0,17.0,6XX HOWE ST,Central Business District,491460.85,5459055.13
Theft from Vehicle,2016,5,20,16.0,15.0,7XX SEYMOUR ST,Central Business District,491385.68,5458702.64
Theft of Bicycle,2016,7,20,18.0,0.0,6XX MOBERLY RD,Fairview,491258.81,5457087.55
Theft from Vehicle,2016,9,1,14.0,0.0,13XX DAVIE ST,West End,490114.0,5458971.2
Mischief,2016,5,28,4.0,0.0,26XX VICTORIA DR,Kensington-Cedar Cottage,495207.63,5456500.29
Other Theft,2016,7,8,18.0,19.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Theft of Bicycle,2016,3,31,21.0,20.0,6XX POWELL ST,Strathcona,493447.5,5458916.98
Theft from Vehicle,2016,3,29,20.0,0.0,13XX COTTON DR,Grandview-Woodland,494803.81,5457807.48
Theft of Bicycle,2016,6,28,2.0,0.0,6XX RAYMUR AVE,Strathcona,493945.5,5458476.99
Theft from Vehicle,2016,6,20,16.0,27.0,10XX W 58TH AVE,Marpole,490600.47,5451714.91
Other Theft,2016,6,11,17.0,6.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Other Theft,2016,6,5,18.0,50.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Theft of Bicycle,2016,9,7,12.0,12.0,6XX ROBSON ST,Central Business District,491347.49,5458675.51
Mischief,2016,8,3,14.0,0.0,26XX TRANS CANADA HWY,Hastings-Sunrise,497717.27,5458557.19
Mischief,2016,11,14,9.0,0.0,26XX TEMPLETON DR,Kensington-Cedar Cottage,495630.5,5456466.31
Theft from Vehicle,2016,10,15,22.0,0.0,13XX COTTON DR,Grandview-Woodland,494801.56,5457805.8
Theft from Vehicle,2016,8,19,11.0,43.0,13XX CYPRESS ST,Kitsilano,489257.53,5457970.71
Mischief,2016,8,12,0.0,28.0,X ALEXANDER ST,Central Business District,492436.39,5458968.33
Mischief,2016,5,14,14.0,0.0,26XX KINGSWAY AVE,Renfrew-Collingwood,496315.18,5453966.39
Theft of Bicycle,2016,6,27,11.0,0.0,6XX SEYMOUR ST,Central Business District,491488.53,5458793.87
Mischief,2016,4,23,7.0,0.0,26XX KINGSWAY AVE,Renfrew-Collingwood,496315.18,5453966.39
Mischief,2016,4,10,11.0,0.0,26XX KINGSWAY AVE,Renfrew-Collingwood,496315.18,5453966.39
Theft of Bicycle,2016,2,4,18.0,0.0,6XX SEYMOUR ST,Central Business District,491609.07,5458916.05
Theft of Bicycle,2016,9,22,21.0,4.0,6XX SEYMOUR ST,Central Business District,491609.07,5458916.05
Theft of Bicycle,2016,7,24,0.0,23.0,6XX STAMPS LAND,Fairview,491400.25,5457335.33
Theft from Vehicle,2016,1,30,17.0,30.0,5XX HOWE ST,Central Business District,491517.51,5459124.63
Mischief,2016,10,5,19.0,39.0,W CORDOVA ST / WATER ST,Central Business District,491933.46,5459112.15
Theft of Bicycle,2016,4,20,21.0,0.0,6XX STAMPS LAND,Fairview,491400.53,5457344.49
Theft of Bicycle,2016,5,26,19.0,0.0,6XX STAMPS LAND,Fairview,491400.53,5457344.49
Theft of Bicycle,2016,6,7,13.0,33.0,6XX STAMPS LAND,Fairview,491400.53,5457344.49
Theft of Bicycle,2016,6,12,18.0,0.0,6XX STAMPS LAND,Fairview,491400.53,5457344.49
Theft of Bicycle,2016,6,25,17.0,30.0,6XX STAMPS LAND,Fairview,491400.53,5457344.49
Mischief,2016,7,17,0.0,15.0,W CORDOVA ST / WATER ST,Central Business District,491933.46,5459112.15
Theft from Vehicle,2016,1,6,0.0,0.0,13XX COMOX ST,West End,490299.21,5459106.46
Theft of Bicycle,2016,4,20,19.0,30.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft of Bicycle,2016,4,24,18.0,30.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft of Bicycle,2016,5,5,19.0,0.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft of Bicycle,2016,5,7,15.0,0.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft of Bicycle,2016,6,29,17.0,15.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft of Bicycle,2016,7,23,23.0,59.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft of Bicycle,2016,8,6,15.0,23.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft of Bicycle,2016,8,16,11.0,55.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft of Bicycle,2016,8,20,18.0,0.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft of Bicycle,2016,8,29,20.0,35.0,6XX STAMPS LAND,Fairview,491400.79,5457335.35
Theft from Vehicle,2016,1,2,20.0,0.0,5XX HOWE ST,Central Business District,491470.55,5459077.63
Other Theft,2016,4,3,18.0,54.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Mischief,2016,5,10,17.0,30.0,W CORDOVA ST / W WATERFRONT RD,Central Business District,491351.92,5459519.92
Mischief,2016,2,2,23.0,54.0,W BROADWAY AVE / YUKON ST,Mount Pleasant,491786.42,5456719.02
Theft of Bicycle,2016,5,17,18.0,0.0,6XX STAMPS LAND,Fairview,491415.4,5457339.49
Theft of Bicycle,2016,5,22,15.0,0.0,6XX STAMPS LAND,Fairview,491415.4,5457339.49
Theft of Bicycle,2016,6,17,19.0,0.0,6XX STAMPS LAND,Fairview,491415.4,5457339.49
Theft of Bicycle,2016,7,16,20.0,0.0,6XX STAMPS LAND,Fairview,491415.4,5457339.49
Theft of Bicycle,2016,9,10,21.0,30.0,6XX STAMPS LAND,Fairview,491415.4,5457339.49
Other Theft,2016,1,10,11.0,25.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,1,12,11.0,30.0,13XX COMMERCIAL DR,Grandview-Woodland,494942.92,5457806.12
Other Theft,2016,1,12,19.0,1.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,1,14,16.0,3.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,1,24,14.0,25.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,1,31,11.0,33.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,1,31,12.0,34.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,2,7,13.0,52.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,2,12,15.0,5.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,2,12,16.0,8.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft of Bicycle,2016,4,25,18.0,30.0,6XX W 10TH AVE,Fairview,491321.15,5456628.72
Theft of Bicycle,2016,8,11,19.0,0.0,6XX W 10TH AVE,Fairview,491321.15,5456628.72
Theft of Bicycle,2016,9,7,9.0,30.0,6XX W 10TH AVE,Fairview,491321.15,5456628.72
Theft from Vehicle,2016,10,29,1.0,30.0,5XX HORNBY ST,Central Business District,491503.7,5459242.8
Other Theft,2016,2,13,18.0,46.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,2,15,17.0,45.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,2,22,17.0,38.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,2,22,19.0,34.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,2,27,11.0,33.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,1,11.0,40.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,1,16.0,43.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,1,18.0,19.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,3,17.0,30.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,4,18.0,0.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft of Bicycle,2016,6,24,2.0,30.0,6XX W 17TH AVE,South Cambie,491270.13,5455937.59
Other Theft,2016,3,10,14.0,15.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft of Bicycle,2016,6,3,23.0,0.0,6XX W 17TH AVE,South Cambie,491307.27,5455936.5
Other Theft,2016,3,11,14.0,58.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,11,19.0,0.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,12,11,14.0,30.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Theft from Vehicle,2016,10,24,23.0,30.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Other Theft,2016,3,15,12.0,56.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,17,19.0,15.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,17,20.0,54.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,18,14.0,54.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,21,14.0,40.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,24,10.0,42.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,11,27,15.0,50.0,13XX CARTWRIGHT ST,Fairview,490272.11,5457451.28
Theft from Vehicle,2016,7,9,17.0,45.0,13XX CARTWRIGHT ST,Fairview,490272.11,5457451.28
Other Theft,2016,3,26,19.0,28.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,28,12.0,29.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,7,8,21.0,30.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Theft from Vehicle,2016,5,25,17.0,0.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Theft of Bicycle,2016,2,7,13.0,6.0,6XX W 41ST AVE,Oakridge,491253.25,5453429.85
Theft of Bicycle,2016,6,28,11.0,0.0,6XX W 41ST AVE,Oakridge,491253.25,5453429.85
Theft of Bicycle,2016,10,19,11.0,0.0,6XX W 41ST AVE,Oakridge,491253.25,5453429.85
Theft of Bicycle,2016,8,23,1.0,30.0,6XX W 41ST AVE,Oakridge,491335.77,5453425.01
Theft from Vehicle,2016,2,1,16.0,0.0,13XX CARTWRIGHT ST,Fairview,490181.13,5457487.95
Other Theft,2016,3,31,19.0,23.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,1,13,21.0,0.0,13XX CARDERO ST,West End,489784.34,5459030.53
Other Theft,2016,4,5,17.0,30.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,4,21,19.0,17.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
